ORGANIZATION,CITY,STATE,AWARDS,FUNDING,YEAR
OREGON MUSEUM OF SCIENCES AND INDUSTRY,PORTLAND,OR,1,268921,2024
OREGON RES BEHAVIORAL INTERVENTION STRAT,Springfield,OR,6,4016275,2024
OREGON RESEARCH INSTITUTE,Springfield,OR,8,4076368,2024
OREGON STATE UNIVERSITY,CORVALLIS,OR,47,21346552,2024
ORIDIVUS LLC,DECATUR,GA,1,306499,2024
"ORIGAMI THERAPEUTICS, INC.",SAN DIEGO,CA,1,107065,2024
"ORLANCE, INC.",SEATTLE,WA,5,2790275,2024
ORPHAGEN PHARMACEUTICALS,SAN DIEGO,CA,1,1078081,2024
"ORSOBIO, INC.",Menlo Park,CA,1,999999,2024
ORTHO HAUS LLC,LYONS,CO,1,292954,2024
"ORTHOLEVO, INC.",Lynnfield,MA,1,504965,2024
"OSSIUM HEALTH, INC.",SAN FRANCISCO,CA,1,375113,2024
OSTEODX INC.,Athens,OH,2,877361,2024
OSTIIO LLC,PHILADELPHIA,PA,1,849999,2024
OSU CENTER FOR HEALTH SCIENCES,TULSA,OK,5,3808330,2024
OUACHITA BAPTIST UNIVERSITY,ARKADELPHIA,AR,1,155244,2024
"OUI THERAPEUTICS, INC",NEW HAVEN,CT,3,1045584,2024
OUR RELATIONSHIP LLC,MIAMI,FL,1,293467,2024
OUTCOME REFERRALS INC,FRAMINGHAM,MA,1,1110421,2024
"OUTLIER TECHNOLOGY, LLC",GAINESVILLE,FL,1,55000,2024
"OVARYIT, LLC",Lancaster,PA,1,1341329,2024
"OYAGEN, INC.",ROCHESTER,NY,2,598000,2024
"OZARK HEALTH VENTURES, LLC",SPRINGFIELD,MO,1,1131866,2024
PACDNA LLC,NATICK,MA,1,988000,2024
PACE UNIVERSITY NEW YORK,NEW YORK,NY,2,529452,2024
PACIFIC INSTITUTE FOR RES AND EVALUATION,BELTSVILLE,MD,6,4528315,2024
PACIFIC NORTHWEST RESEARCH INSTITUTE,SEATTLE,WA,7,3336786,2024
"PACIFIC OPTICA, INC.",SANTA BARBARA,CA,1,287964,2024
PACIFIC UNIVERSITY,FOREST GROVE,OR,2,535118,2024
"PAI LIFE SCIENCES, INC.",SEATTLE,WA,2,1290846,2024
"PALANTIR TECHNOLOGIES, INC.",DENVER,CO,6,17223877,2024
PALMER COLLEGE OF CHIROPRACTIC,DAVENPORT,IA,1,480377,2024
"PALMETTO INNOVATIVE EDUCATION, LLC",MOUNT PLEASANT,SC,1,290134,2024
PALO ALTO UNIVERSITY,PALO ALTO,CA,2,503636,2024
PALO ALTO VETERANS INSTIT FOR RESEARCH,PALO ALTO,CA,23,10733656,2024
PANLUMINATE INC.,NEW HAVEN,CT,1,1219907,2024
"PANORAMA RESEARCH, INC.",SUNNYVALE,CA,1,304019,2024
"PARABON NANOLABS, INC.",RESTON,VA,2,698273,2024
"PARAMETRIC STUDIO, INC.",AMES,IA,1,781120,2024
"PARASITE ID, CORP.",SEATTLE,WA,1,268417,2024
"PARION SCIENCES, INC.",DURHAM,NC,1,295700,2024
"PARK THERAPEUTICS, INC.",MORRISTOWN,NJ,1,3324591,2024
"PARMEDICS, INC.",Temecula,CA,1,878390,2024
PARTILLION BIOSCIENCE CORPORATION,LOS ANGELES,CA,2,1473494,2024
PARTNERSHIP TO END ADDICTION,NEW YORK,NY,4,1357889,2024
"PASCALL SYSTEMS, INCORPORATED",Boston,MA,5,3317190,2024
"PATCHCLAMP MEDTECH, INC.",SEATTLE,WA,1,499956,2024
PATH,Seattle,WA,1,580843,2024
PAVAJ VASCULAR CORPORATION,ROCHESTER,MN,1,499890,2024
PAVMED INC.,NEW YORK,NY,1,892112,2024
"PAXVAX, INC.",SAN DIEGO,CA,1,235429,2024
"PDX PHARMACEUTICALS, INC.",Portland,OR,3,2007652,2024
"PEACEFULLY, INC.",WOODLAND HILLS,CA,1,593571,2024
"PEARL BIO, INC.",CAMBRIDGE,MA,2,569951,2024
PEDIADOSE LLC,Gallatin,TN,1,333630,2024
PEDIAMETRIX INC.,Rockville,MD,3,953088,2024
"PEDIATRIC DERMATOLOGY RESEARCH ALLIANCE, INC",Portland,OR,1,74999,2024
"PENDAR TECHNOLOGIES, LLC",CAMBRIDGE,MA,1,318724,2024
"PENDERIA TECHNOLOGIES, INC.",EUGENE,OR,1,872774,2024
PENNSYLVANIA STATE UNIV HERSHEY MED CTR,HERSHEY,PA,147,76292239,2024
"PENNSYLVANIA STATE UNIVERSITY, THE",UNIVERSITY PARK,PA,206,88887077,2024
"PENSIEVISION, INC.",SAN DIEGO,CA,1,1041955,2024
PERCEPTION DYNAMICS INSTITUTE,Encinitas,CA,2,538348,2024
"PERCEPTIVE TECHNOLOGIES, INC.",BOSTON,MA,1,838114,2024
"PERICOR, LLC",BETHESDA,MD,1,295922,2024
PEROSPHERE TECHNOLOGIES INC.,DANBURY,CT,1,897824,2024
"PETCOIL, INC.",Sunnyvale,CA,1,851630,2024
PETRI BIO LLC,LOS ANGELES,CA,1,1000496,2024
"PGXL TECHNOLOGIES, LLC",LOUISVILLE,KY,2,629271,2024
"PHAGEPRO, INC.",Mansfield,MA,1,173300,2024
PHARMAIN CORPORATION,BOTHELL,WA,2,3140374,2024
PHARYNVAC SURGICAL TECHNOLOGY INC.,BROOKLYN,NY,1,285705,2024
"PHASE GENOMICS, INC.",SEATTLE,WA,2,2141676,2024
"PHASE, INC.",CORNELIUS,NC,2,900279,2024
"PHENOMIX SCIENCES, LLC",ROCHESTER,MN,1,996003,2024
PHINOMICS INC.,PALO ALTO,CA,1,1128400,2024
PHOENIX CHILDREN'S HOSPITAL,PHOENIX,AZ,2,839292,2024
"PHOENIX NEST, INC.",BROOKLYN,NY,3,1780016,2024
"PHOENIX PHARMALABS, INC.",Woodscross,UT,1,3623079,2024
"PHOTON BIOSCIENCES, LLC",Spokane,WA,1,299812,2024
"PHOTOPHARMICS, INC.",Lehi,UT,1,319278,2024
PHOTOTHERMAL SPECTROSCOPY CORP.,SANTA BARBARA,CA,1,967628,2024
"PHOTOZIG, INC.",Campbell,CA,1,999503,2024
"PHRASE HEALTH, INC.",PHILADELPHIA,PA,2,1485329,2024
"PHYSICAL SCIENCES, INC",ANDOVER,MA,3,897507,2024
"PICCOLO MEDICAL, INC.",SAN FRANCISCO,CA,1,1324870,2024
"PIECES TECHNOLOGIES, INC.",IRVING,TX,1,1999994,2024
PINK CLOUD LLC,Culver City,CA,1,980000,2024
PIONEER NEUROTECH INC.,SUDBURY,MA,1,214532,2024
"PIP CARE, INC.",NEW YORK,NY,1,302049,2024
"PIRAEUS MEDICAL, INC.",ROCHESTER,MN,1,982021,2024
PIROUETTE MEDICAL,Portsmouth,NH,2,152580,2024
"PLAKOUS THERAPEUTICS, INC.",PFAFFTOWN,NC,1,1121897,2024
"PLANET BIOTECHNOLOGY, INC.",HAYWARD,CA,5,1499999,2024
PLANS4CARE INC.,PROVIDENCE,RI,1,1274364,2024
"POINT DESIGNS, LLC",Lafayette,CO,3,3244953,2024
"POISERA, INC.",ANN ARBOR,MI,2,844859,2024
POLYGON HEALTH ANALYTICS LLC,CHALFONT,PA,2,695909,2024
POLYPEPTIDE LABORATORIES SAN DIEGO,SAN DIEGO,CA,3,27200,2024
PONCE SCHOOL OF MEDICINE,PONCE,PR,9,8926129,2024
"POP BIOTECHNOLOGIES, INC",BUFFALO,NY,4,1747812,2024
POPNEURON LLC,DENVER,CO,1,259788,2024
POPULATION COUNCIL,NEW YORK,NY,3,3893509,2024
POPULATION REFERENCE BUREAU,Washington,DC,2,201904,2024
PORTLAND STATE UNIVERSITY,PORTLAND,OR,14,4533332,2024
"PORTLAND VA RESEARCH FOUNDATION, INC.",PORTLAND,OR,3,343414,2024
POSIT SCIENCE CORPORATION,SAN FRANCISCO,CA,1,867247,2024
POTENTIA ANALYTICS INC,CARBONDALE,IL,1,284317,2024
"POTENTIOMETRIC PROBES, LLC",FARMINGTON,CT,2,1212184,2024
"POTLUCK, LLC",Arlington,VA,1,1010133,2024
"POWELL MANSFIELD, INC.",SAN DIEGO,CA,1,615621,2024
PPD DEVELOPMENT LP,WILMINGTON,NC,11,56719759,2024
"PRAEVENTIX, LLC",EXTON,PA,2,1978119,2024
"PRAEVIUM RESEARCH, INC.",Goleta,CA,2,1635760,2024
PRAIRIE VIEW AGRI & MECH UNIVERSITY,Prairie View,TX,4,1344799,2024
"PRAPELA, INC.",Biddeford,ME,1,1484463,2024
"PRE-CANCER DIAGNOSIS, LLC",BELLE MEAD,NJ,1,398738,2024
"PRECISION BIOSERVICES, INC.",FREDERICK,MD,5,13056358,2024
"PRECISION EPIGENOMICS, INC.",Tucson,AZ,1,1004107,2024
PRECISION QUANTOMICS INC,SPOKANE,WA,1,294450,2024
"PREDICTABLY HUMAN, INC.",DARIEN,CT,1,399989,2024
"PREDICTIVE, LLC",RALEIGH,NC,2,1196510,2024
"PRENOSIS, INC.",CHAMPAIGN,IL,3,3133800,2024
PRENTKE ROMICH COMPANY,WOOSTER,OH,1,1202912,2024
"PREVENTION STRATEGIES, LLC",GREENSBORO,NC,2,876831,2024
"PREVEP, INC.",BETHESDA,MD,1,367387,2024
"PRIMETIME LIFE SCIENCES, LLC",GERMANTOWN,MD,1,915901,2024
PRINCETON UNIVERSITY,Princeton,NJ,127,58370799,2024
PRISMA HEALTH - UPSTATE,GREENVILLE,SC,2,1525027,2024
"PRIVO TECHNOLOGIES, LLC",PEABODY,MA,2,3096329,2024
PRO THERAPEUTICS LLC,MANCHESTER,NH,2,1010925,2024
"PROACTIVE MEMORY SERVICES, INC.",SALT LAKE CITY,UT,1,1203762,2024
"PRO-CHANGE BEHAVIOR SYSTEMS, INC.",Narragansett,RI,2,445743,2024
"PRODA BIOTECH, LLC",MARIETTA,GA,1,1515867,2024
"PROGENRA, INC.",MALVERN,PA,1,269622,2024
"PROGENTEC DIAGNOSTICS, INC.",Oklahoma City,OK,1,895140,2024
"PROKARYOTICS, INC.",UNION,NJ,3,1949510,2024
PROLOCOR INC.,SHELBURNE,VT,1,693288,2024
PROTEAN BIO INC.,LEXINGTON,MA,1,997746,2024
"PROTEINACEOUS, INC.",EVANSTON,IL,1,960667,2024
PROTEOGENOMICS RESEARCH INSTIT/SYS/ MED,LA JOLLA,CA,2,1711673,2024
"PROTHERA BIOLOGICS, LLC",PROVIDENCE,RI,1,987396,2024
"PROTON BIO, INC.",BALTIMORE,MD,1,399214,2024
PROVIDENCE HEALTH & SERVICES - OREGON,Renton,WA,3,517422,2024
PROVIDENCE PORTLAND MEDICAL CENTER,PORTLAND,OR,3,1091702,2024
"PS-FERTILITY, INC.",CHARLOTTESVILLE,VA,1,195000,2024
"PSYCHOGENICS, INC.",Paramus,NJ,3,12832758,2024
PUBLIC HEALTH FOUNDATION ENTERPRISES,CITY OF INDUSTRY,CA,8,3555045,2024
PUBLIC HEALTH INSTITUTE,OAKLAND,CA,18,46720713,2024
PULVINAR NEURO LLC,DURHAM,NC,1,1161624,2024
PUMPKIN BABY INC.,LAWRENCEVILLE,NJ,1,378188,2024
"PUPIL BIO, INC.",HOUSTON,TX,1,250464,2024
"PURACATH MEDICAL, INC.",Newark,CA,1,999219,2024
PURDUE UNIVERSITY,WEST LAFAYETTE,IN,178,67223432,2024
"PURE GREEN PHARMACEUTICALS, INC.",WEST BLOOMFIELD,MI,1,932613,2024
"PYRAMES, INC.",CUPERTINO,CA,1,242313,2024
"PYRAMID TECHNICAL CONSULTANTS, INC.",Waltham,MA,1,1980915,2024
PYROJAS INC,NEW YORK,NY,1,748337,2024
PYXIS PARTNERS LLC,WASHINGTON,DC,1,2050000,2024
PZA INNOVATION LLC,TOWSON,MD,1,840857,2024
"Q2I, LLC",RINDGE,NH,1,791479,2024
QANA THERAPEUTICS INC.,AUSTIN,TX,1,354672,2024
"QATCH TECHNOLOGIES, LLC",Chapel Hill,NC,2,931907,2024
"Q-CHEM, INC.",PLEASANTON,CA,1,660205,2024
"QENTOROS, LLC",BLACKSBURG,VA,1,300000,2024
"QOOLABS, INC.",SAN DIEGO,CA,1,300000,2024
"QRONO, INC",PITTSBURGH,PA,2,612968,2024
"QSCINT IMAGING SOLUTIONS, LLC",TUCSON,AZ,1,811503,2024
"QUA, INC.",NEW ROCHELLE,NY,2,1432753,2024
"QUADRIDOX, INC.",DURHAM,NC,1,923685,2024
"QUADRIGA BIOSCIENCES, INC.",Los Altos,CA,1,702470,2024
"QUALIA OTO, INC.",DALLAS,TX,1,277057,2024
"QUALITY BIOLOGICAL, INC.",GAITHERSBURG,MD,1,3261511,2024
"QUALITYMETRIC, INC.",LINCOLN,RI,1,223870,2024
"QUANTITATIVE BIOSCIENCES, INC.",San Diego,CA,1,350000,2024
"QUANTUM SIMULATION TECHNOLOGIES, INC.",Boston,MA,2,1295277,2024
"QUANTUMBIO, INC.",State College,PA,1,654406,2024
"QUASAR, INC.",San Diego,CA,1,979895,2024
QUEENS COLLEGE,FLUSHING,NY,14,4795959,2024
QUEEN'S MEDICAL CENTER,HONOLULU,HI,1,630805,2024
QUEENSBOROUGH COMMUNITY COLLEGE,Bayside,NY,1,267898,2024
"QUELL TX, INC.",CAMBRIDGE,MA,3,1907266,2024
"QUENCH MEDICAL, INC.",SAINT PAUL,MN,2,1279369,2024
"QUERCUS MOLECULAR DESIGN, LLC",Farmington,CT,1,297725,2024
QUSPIN,LOUISVILLE,CO,1,1315183,2024
"RADIATION DETECTION TECHNOLOGIES, INC.",MANHATTAN,KS,1,905711,2024
"RADIATION MONITORING DEVICES, INC.",WATERTOWN,MA,1,854588,2024
"RADIOLOGICS, INC.",ST. LOUIS,MO,1,458142,2024
"RADIOPHARMACEUTICAL IMAGING AND DOSIMETRY, LLC",BALTIMORE,MD,1,898497,2024
RADY PEDIATRIC GENOMICS & SYSTEMS MEDICINE INSTITUTE,SAN DIEGO,CA,1,652671,2024
"RAFT PHARMACEUTICALS, LLC",SAN DIEGO,CA,2,1280404,2024
RALPHVR INC.,LEXINGTON,KY,1,254892,2024
"RAMONA OPTICS, INC.",DURHAM,NC,4,2169999,2024
RAND CORPORATION,SANTA MONICA,CA,53,36252684,2024
"RAYDIANT OXIMETRY, INC.",MOUNTAIN VIEW,CA,1,871669,2024
REACTIVE BIOSCIENCES INC,DURHAM,NC,1,1000000,2024
"REAL PREVENTION, LLC",Clifton,NJ,1,848604,2024
REBEL MEDICINE INC,Salt Lake City,UT,1,295921,2024
"RECOMBINANT TECHNOLOGIES, LLC",CHESHIRE,CT,1,784203,2024
"RECOMBINETICS, INC.",Eagan,MN,1,384999,2024
"REDBUD LABS, INC.",Durham,NC,3,3462081,2024
"REELIN THERAPEUTICS, INC.",SAN DIEGO,CA,1,238549,2024
"REFINED IMAGING, LLC",BATON ROUGE,LA,1,55000,2024
REGENE LLC,Belchertown,MA,1,249995,2024
REGENERATIVE RESEARCH FOUNDATION,Albany,NY,7,6413724,2024
REGENOSINE INC,Princeton,NJ,1,398415,2024
"REGENSTRIEF INSTITUTE, INC.",INDIANAPOLIS,IN,1,3237500,2024
REHABILITATION INSTITUTE OF CHICAGO D/B/A SHIRLEY RYAN ABILITYLAB,CHICAGO,IL,19,8532978,2024
"REHABTEK, LLC",Linthicum Heights,MD,1,1000000,2024
"REIA, LLC",LYME,NH,1,999169,2024
"REJUVENATION TECHNOLOGIES, INC.",Mountain View,CA,3,3267298,2024
REKOVAR INC.,Lake Forest,CA,2,447993,2024
RELIANT GLYCOSCIENCES LLC,BIRMINGHAM,AL,1,977756,2024
"REMBAC ENVIRONMENTAL, LLC",ELLICOTT CITY,MD,1,480758,2024
"REMMIE, INC.",BOTHELL,WA,1,1499051,2024
RENALIS HEALTH INC.,Chicago,IL,1,306968,2024
"RENERVA, LLC",PITTSBURGH,PA,1,499999,2024
"RENEUROGEN, LLC",ELM GROVE,WI,1,1861772,2024
RENSSELAER POLYTECHNIC INSTITUTE,TROY,NY,25,9392210,2024
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,NEW YORK,NY,1,133563,2024
RESEARCH INST NATIONWIDE CHILDREN'S HOSP,COLUMBUS,OH,126,66297556,2024
RESEARCH INST OF FOX CHASE CAN CTR,PHILADELPHIA,PA,55,23730075,2024
RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE PARK,NC,92,396921298,2024
"RESHAPE LIFESCIENCES, INC.",Irvine,CA,1,345650,2024
"RESILIENT LIFESCIENCE, INC.",Pittsburgh,PA,1,399589,2024
"RESOLUTE SCIENCE, INC.",RANCHO SANTA FE,CA,1,726686,2024
"RESONANCE RESEARCH, INC.",BILLERICA,MA,1,306203,2024
"RESONANT THERAPEUTICS, INC.",Santa Barbara,CA,1,371070,2024
"RESOURCEPATH, LLC",STERLING,VA,1,746197,2024
"RESPAIR, INC.",PITTSBURGH,PA,1,299101,2024
"RESPANA THERAPEUTICS, INC.",PHILADELPHIA,PA,1,1000000,2024
"RESTOREAR DEVICES, LLC",Bozeman,MT,2,1311139,2024
"RESVITA BIO, INC.",Berkeley,CA,1,1330533,2024
"RETHAM TECHNOLOGIES, LLC",Wauwatosa,WI,1,49399,2024
RETINA FOUNDATION OF THE SOUTHWEST,DALLAS,TX,1,506265,2024
RETINAL SOLUTIONS LLC,Rochester,MI,1,720183,2024
RETIVUE,CHARLOTTESVILLE,VA,1,350000,2024
"REVAGENIX, INC.",SAN MATEO,CA,2,17912826,2024
"REVBIO, INC.",Lowell,MA,3,3671392,2024
REVEAL PHARMA,CAMBRIDGE,MA,3,4025160,2024
REVEL PHARMACEUTICALS INC.,San Francisco,CA,2,670770,2024
"REVIDIA THERAPEUTICS, INC",Ellsworth,ME,1,1358179,2024
"REVMEDICA, INC.",DURHAM,CT,1,293989,2024
"REVOPSIS THERAPEUTICS, INC.",SPRINGFIELD,IL,1,933533,2024
"REWIRE NEUROSCIENCE, LLC",PORTLAND,OR,1,275737,2024
"REZIGENE, LLC",BALTIMORE,MD,1,349854,2024
"RHAEOS, INC.",EVANSTON,IL,2,570689,2024
RHINO THERAPEUTICS INC,WILMINGTON,DE,1,295662,2024
"RHO FEDERAL SYSTEMS DIVISION, INC.",Durham,NC,8,30814601,2024
RHODE ISLAND HOSPITAL,PROVIDENCE,RI,75,34189075,2024
RIA TECHNOLOGY MANAGEMENT INC.,SAN FRANCISCO,CA,1,943481,2024
RICE UNIVERSITY,HOUSTON,TX,76,24577231,2024
RICOVR HEALTHCARE INC.,PRINCETON,NJ,2,591501,2024
"RIDGELINE THERAPEUTICS, LLC",Houston,TX,1,236538,2024
"RIP ROAD, INC.",NEW YORK,NY,1,1000000,2024
"RIPPLE EFFECT COMMUNICATIONS, INC.",ROCKVILLE,MD,1,115584,2024
"RISE THERAPEUTICS, LLC",Rockville,MD,7,5683067,2024
"RITHIM BIOLOGICS, INC.",WOODBINE,MD,1,317285,2024
"RIVANNA MEDICAL, INC.",CHARLOTTESVILLE,VA,1,1005539,2024
RNA THERAPEUTICS INC.,Newark,DE,1,299967,2024
RNACONNECT INC,BRANFORD,CT,1,1555946,2024
"RNET TECHNOLOGIES, INC.",Dayton,OH,1,888411,2024
ROCHESTER GENERAL HOSPITAL (NY),ROCHESTER,NY,1,822233,2024
ROCHESTER INSTITUTE OF TECHNOLOGY,ROCHESTER,NY,20,5530490,2024
ROCKEFELLER UNIVERSITY,NEW YORK,NY,129,69381756,2024
ROGOSIN INSTITUTE,NEW YORK,NY,1,1442245,2024
ROSALIND FRANKLIN UNIV OF MEDICINE & SCI,NORTH CHICAGO,IL,24,8663250,2024
"ROSE LI AND ASSOCIATES, INC.",Bethesda,MD,1,1106355,2024
"ROSKAMP INSTITUTE, INC.",SARASOTA,FL,5,1735020,2024
ROSWELL PARK CANCER INSTITUTE CORP,BUFFALO,NY,79,48999339,2024
ROWAN UNIVERSITY,GLASSBORO,NJ,16,5127214,2024
ROWAN UNIVERSITY SCHOOL/OSTEOPATHIC MED,STRATFORD,NJ,10,3007322,2024
"RTM VITAL SIGNS, LLC",Philadelphia,PA,1,55000,2024
"RTUTOR, LLC",Brookings,SD,1,273987,2024
"RUMI SCIENTIFIC, INC.",New York,NY,1,1006032,2024
RUNX1 FOUNDATION,SANTA BARBARA,CA,1,25200,2024
RUSH UNIVERSITY MEDICAL CENTER,CHICAGO,IL,94,64826796,2024
RUTGERS BIOMEDICAL AND HEALTH SCIENCES,Newark,NJ,343,183842080,2024
RUTGERS THE STATE UNIV OF NJ CAMDEN,CAMDEN,NJ,3,1144765,2024
RUTGERS THE STATE UNIV OF NJ NEWARK,NEWARK,NJ,20,9004146,2024
"RUTGERS, THE STATE UNIV OF N.J.",PISCATAWAY,NJ,126,56908021,2024
"S-3 RESEARCH, LLC",SAN DIEGO,CA,1,295924,2024
"SAAVSUS, INC.",EUGENE,OR,1,960153,2024
SAFEBEAT RX INC.,SAINT LOUIS,MO,2,1289284,2024
SAGE BIONETWORKS,SEATTLE,WA,4,7844172,2024
"SAGE CEREBROVASCULAR DIAGNOSTICS, INC.","Calabasas, CA",CA,1,307538,2024
"SAGE SCIENCE, INC.",BEVERLY,MA,1,1002420,2024
SAGESPECTRA INC.,CONROE,TX,1,349869,2024
SAINT JOSEPH MERCY HEALTH SYSTEM,ANN ARBOR,MI,2,3329228,2024
SAINT JOSEPH'S UNIVERSITY,PHILADELPHIA,PA,1,429352,2024
SAINT LOUIS UNIVERSITY,SAINT LOUIS,MO,63,25768035,2024
SAINT LUKE'S HOSPITAL,KANSAS CITY,MO,1,639923,2024
SAINT REGIS MOHAWK TRIBE,HOGANSBURG,NY,1,538061,2024
SALISH KOOTENAI COLLEGE,PABLO,MT,1,97137,2024
SALK INSTITUTE FOR BIOLOGICAL STUDIES,La Jolla,CA,77,66396443,2024
"SALUS DISCOVERY, LLC",Madison,WI,4,1690136,2024
SALUS UNIVERSITY,ELKINS PARK,PA,1,374832,2024
SALVE REGINA UNIVERSITY,NEWPORT,RI,1,387866,2024
SAM HOUSTON STATE UNIVERSITY,HUNTSVILLE,TX,3,816655,2024
SAN DIEGO BIOMEDICAL RESEARCH INSTITUTE,SAN DIEGO,CA,15,7143354,2024
SAN DIEGO STATE UNIVERSITY,SAN DIEGO,CA,90,42943096,2024
SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH,SAN FRANCISCO,CA,2,435863,2024
SAN FRANCISCO STATE UNIVERSITY,SAN FRANCISCO,CA,12,5207322,2024
SAN JOSE STATE UNIVERSITY,SAN JOSE,CA,16,2667979,2024
SAN JUAN BAUTISTA SCHOOL OF MEDICINE,CAGUAS,PR,1,6311169,2024
"SANAHEAL, INC.",Cambridge,MA,2,2354749,2024
"SANARIA, INC.",ROCKVILLE,MD,8,6566260,2024
SANDIA CORP-SANDIA NATIONAL LABORATORIES,ALBUQUERQUE,NM,1,729286,2024
SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,LA JOLLA,CA,62,53792301,2024
SANFORD RESEARCH NORTH,FARGO,ND,3,3722590,2024
SANFORD RESEARCH/USD,SIOUX FALLS,SD,14,7165705,2024
"SANGUINA, LLC",ATLANTA,GA,1,986670,2024
"SANO CHEMICALS, INC",COLLEGE STATION,TX,1,300000,2024
"SANO HEALTHCARE CONSULTANTS, LLC",CORONA,CA,1,319000,2024
"SANSIMEON, INC",FREMONT,CA,1,399369,2024
SAPIEN HEALTH LLC,ARLINGTON,VA,1,1051521,2024
"SAPIENCE THERAPEUTICS, INC.",Harrison,NY,1,632111,2024
SAROS THERAPEUTICS INC,CHICAGO,IL,1,850188,2024
"SARYA, LLC",SAINT LOUIS,MO,1,974650,2024
SAVAGE MEDICAL,BELMONT,CA,1,838162,2024
"SCANOGEN, INC.",Baltimore,MD,4,3785644,2024
"SCARAB GENOMICS, LLC",MADISON,WI,1,842151,2024
"SCARLESS LABORATORIES, INC.",BEVERLY HILLS,CA,1,942603,2024
"SCHEDULE 1 THERAPEUTICS, INC.",CHICAGO,IL,1,2019222,2024
SCHEPENS EYE RESEARCH INSTITUTE,BOSTON,MA,30,14522821,2024
"SCIENCE COMMUNICATION LAB, INC.",BERKELEY,CA,1,483232,2024
SCIENCENTER,ITHACA,NY,1,267819,2024
SCIENTIFIC ANALYSIS CORPORATION,Alameda,CA,1,559332,2024
SCIENTIFIC HORIZONS CONSULTING LLC,Irvine,CA,2,573405,2024
"SCINTILLATION NANOTECHNOLOGIES, INC.",VAIL,AZ,1,210469,2024
SCINTILLON INSTITUTE FOR PHOTOBIOLOGY,SAN DIEGO,CA,9,4348142,2024
"SCIOGEN, LLC",San Jose,CA,1,996326,2024
"SCIOME, LLC",RESEARCH TRIANGLE PARK,NC,6,2114756,2024
"SCION NEUROSTIM, LLC",Durham,NC,1,327682,2024
"SCITOVATION, LLC",DURHAM,NC,1,910332,2024
SCRIPPS COLLEGE,CLAREMONT,CA,1,407608,2024
SCRIPPS HEALTH,SAN DIEGO,CA,2,673579,2024
SCRIPPS INSTITUTION OF OCEANOGRAPHY,La Jolla,CA,1,2060583,2024
"SCRIPPS RESEARCH INSTITUTE, THE",LA JOLLA,CA,196,162829855,2024
SEABRIGHT LLC,SEATTLE,WA,1,498657,2024
SEATTLE CHILDREN'S HOSPITAL,SEATTLE,WA,149,119171424,2024
SEATTLE INST FOR BIOMEDICAL/CLINICAL RES,SEATTLE,WA,17,8614026,2024
SEATTLE PACIFIC UNIVERSITY,SEATTLE,WA,1,404724,2024
"SEE YOURSELF HEALTH, LLC",BEVERLY,MA,2,344489,2024
"SEETRUE TECHNOLOGY, LLC",ROCKVILLE,MD,1,296043,2024
SENAPTEC INC.,Beaverton,OR,1,407479,2024
"SENSEION THERAPEUTICS, INC.",SAINT LOUIS,MO,1,982162,2024
SENSIMETRICS CORPORATION,GLOUCESTER,MA,1,275765,2024
"SENSORIIS, INC.",EDMONDS,WA,1,294993,2024
SENSORIUM THERAPEUTICS INC,BOSTON,MA,1,502499,2024
"SENTIENT RESEARCH, INC.",WEST COVINA,CA,2,1034638,2024
SEQUITUR HEALTH CORP.,SCOTTSDALE,AZ,2,1651207,2024
"SERENTRIX, LLC",EXTON,PA,2,725103,2024
SERODOPA THERAPEUTICS INC,GAINESVILLE,FL,1,1539426,2024
"SERPIN PHARMA, LLC",Manassas,VA,1,838708,2024
"SERSENSE, INC.",ROCHESTER,MN,2,1560276,2024
SETI INSTITUTE,MOUNTAIN VIEW,CA,2,579135,2024
SETON HALL UNIVERSITY,SOUTH ORANGE,NJ,1,76624,2024
"SFC FLUIDICS, LLC",FAYETTEVILLE,AR,1,944944,2024
SHARP MEMORIAL HOSPITAL,SAN DIEGO,CA,1,339460,2024
"SHASQI, INC.",SAN FRANCISCO,CA,3,3108167,2024
"SHEARIT, LLC",ALBUQUERQUE,NM,1,490049,2024
SHEPHERD CENTER,ATLANTA,GA,1,162000,2024
"SHERLOCK BIOSCIENCES, INC.",WATERTOWN,MA,1,298948,2024
SHIFA BIOMEDICAL CORPORATION,MALVERN,PA,1,1267886,2024
"SHIP OF THESEUS, LLC",Eagleville,PA,1,213500,2024
"SIEYAX, LLC",BROOMFIELD,CO,1,399709,2024
"SIGMOVIR BIOSYSTEMS, INC.",ROCKVILLE,MD,8,1745073,2024
"SIGNAL SOLUTIONS, LLC",LEXINGTON,KY,1,106472,2024
SILENT SPRING INSTITUTE,NEWTON,MA,2,540689,2024
SILICON CURES LLC,OMAHA,NE,1,66220,2024
"SILICON KIDNEY, LLC",SAN RAMON,CA,2,1276459,2024
"SILOAM VISION, INC.",LAKE OSWEGO,OR,2,934661,2024
SILVERBILLS INC.,NEW ROCHELLE,NY,1,35000,2024
SIMMARON RESEARCH INC,INCLINE VILLAGE,NV,1,225000,2024
"SIMMERSION, LLC.",COLUMBIA,MD,1,676814,2024
